,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Class
0,-0.23666822331290957,0.06455660061229138,0.3147021768778762,0.20110088870378084,-0.3164159325837871,-0.7044703327450079,-0.5069962140759005,-0.08866171828187197,0.14646596102607462,-0.17006077092430388,4
1,1.4636524322364493,0.2276750600982053,0.6703818478283,0.17794080578937482,-0.2242896956314766,1.3752886710610637,-1.2468924306421931,0.4877584790095938,-0.26154098603265336,-0.45560198137540475,2
2,0.5305514149915245,0.20048864692151727,0.6602677336963764,0.22276199333510965,-0.2793300598168971,0.3329595931942809,-1.181406719534411,0.44975274939771925,-0.25072166959746683,-0.3374770937351216,2
3,0.20783572382086624,-0.6830696455247323,0.5321556299556743,1.26635120628137,-1.2011017632161576,-0.9116782279986118,0.4264856326225359,0.03168974647053588,-0.6975693931516159,0.5692593522203494,2
4,-0.7198509668398345,-0.07137545303726484,0.21018966772127237,-0.3548728031724496,-0.7859023354148333,-0.319156184583627,-0.8510320597272083,0.3927441635311961,-0.5823700147884806,-0.2715397772222328,0
5,-0.5041399505335552,-0.3024599148801891,0.20513263113639083,1.0442038231657766,-0.8307226857626131,0.13365925010279667,0.5662219175792969,-0.7854334373343371,0.5243110156112816,0.9563207126243753,2
6,-1.4457862779000057,-0.057782384691808325,-0.3039443977836443,-0.25748309686735205,0.05032344843205261,0.7555803095352649,0.2794147905295858,-0.7537620292461202,0.6691902202654304,0.44067153417013843,3
7,3.1433179673274534,0.06455664954782678,0.5726120788977835,0.40473277264510765,1.1024957492215668,-1.93593191687018,-0.813368229223201,0.08869833803791807,0.11455198996375471,-0.10620478647767617,6
8,2.262676355107959,1.6471791053507927,0.6214969641216003,0.6012944864766415,-0.6977394384893256,0.6833904869042092,-0.7133518027556368,2.20104145314055,-0.558102400731727,0.25256035301547963,4
9,-0.2697565896131875,0.07814987204021981,0.35684430518731824,0.48141809086083787,-0.5798328078082212,-1.5153379992319413,-0.3160673753795142,-0.29769323969847067,0.38129135862555763,-0.0756180665955003,4
10,0.21762046629456777,-0.1121550006223821,0.5540695436553227,0.7649108140417045,-0.6890277482620355,-1.3853975518816677,-0.4073918294952331,0.006352562991370658,-0.0980762161979683,0.3919888339724148,2
11,-2.1494380823145898,-0.00340962195462835,-1.3119844734809738,-1.2336609384906578,2.808517326868068,0.4095335524229853,1.3141020366759408,-1.8622622244711815,1.9627770379889469,-1.74838065819572,1
12,-1.658451594935228,-0.16652808144054226,-0.47925576806551207,-0.400485569930205,0.31074699859133914,0.652471354630092,0.48960671526194555,-0.8551105351284145,0.6647692446107625,-0.48063423948716166,3
