,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Risk
0,-1.841751958267684,0.7324792491138448,0.4572456426614333,0.46691524187540284,-0.41294794109720145,0.9274633783513825,0.332085971504551,0.32093400795571403,0.963005232484535,0.29175943252660436,-0.23152648791638003,0
1,2.9010576273401645,-1.3622670702555566,-3.1854409990293417,0.7133799787999795,-1.5264036377254255,-1.126060835145814,-0.6798520191560897,0.6783597109232392,0.09626495257050464,-0.28695789688112283,-0.28567916662033077,1
2,-1.6477863782029727,0.6047797548440808,0.26839612654669814,0.4064406543738856,-0.21988336697369654,0.41195524459438004,0.35590371557923733,-0.40680282793671646,-0.29118483069953094,0.13946012716612075,0.06282295788224677,0
3,-1.2256840964725058,0.32212781424816733,0.028570919068162823,0.27467378530566916,0.09819558107911573,-0.005990647322752868,-0.8729651844218891,0.10751778792078191,-1.0100991144270557,0.18046684751102168,0.053767994917111914,0
4,-0.3054648470414831,-0.011734348347215068,-0.8126449005649466,0.49248729287320303,0.6737787240771858,-1.6946232922189568,0.011226753876365994,-0.9119043355838736,-0.17285023658928578,0.5084417721685577,0.5725590012162296,0
5,-1.244459394604956,0.3374972158881412,0.0480896226909041,0.2820722642725447,0.0685016693343842,0.022074921797820446,-0.8390464647922011,0.136807192792394,-0.9579581597872738,0.1511131887593486,0.05062889504616489,0
6,12.23897435174479,-10.098776456716703,4.518960747975022,1.6324322883537876,-1.6157638855850343,4.972174955818202,-1.4209629507804733,-2.1563496611785244,-0.03606884539510121,2.7611994933704014,-0.9860503602479257,1
7,-0.8477659128339365,0.3659788746968794,-0.12877112527866574,0.6172857462636954,-0.1643690532829206,-0.2576624105358635,0.2109190562114925,1.234864820665529,1.739010395905145,-0.5573682437946085,1.1750398201116128,0
8,-1.798671951519347,0.7056805554637453,0.4421649651540222,0.4361661189287228,-0.36559296518785284,0.9200232299256369,0.13038905647068394,0.39609187168981996,0.8167177400067148,0.31716671639162214,-0.22227405347701745,0
9,-1.4759789809886223,0.5503724845902374,0.11185550483786338,0.49348177771356155,-0.10801636488507443,0.2391542464315959,0.299499523543977,-0.101016070152826,0.9474583799011298,0.5957780194727861,-0.3279495041337668,0
10,-1.0938081234620445,-0.2217785603080392,0.8440747722145899,-1.4086207813151794,-0.20986755047253922,-0.07001144695893517,1.091953930430759,-1.82475950518654,-0.4005620170259924,-0.2664526913884272,0.31385002524634714,0
11,-1.675214172191815,0.6074908851068691,0.2554765879283482,0.43416886515945635,-0.2415157282769567,0.34318001087776345,0.5834952816922617,-0.5957250818291014,-0.27621204835532376,0.11310321367429371,0.08253311298364413,0
12,2.8691533608623025,-0.5138178129640474,-2.7770929140807605,0.8494863506484372,-1.9523616598228184,-1.6328943516292624,0.8530374569944056,-0.9507947570803834,0.19143458315179848,0.15602913290618625,0.7742649672482504,1
13,-1.4712846920870717,0.5326854030452599,0.20775642377750297,0.41664399477613157,-0.13322822576205445,0.5037664770801707,-0.37679203800300726,0.5764141894874467,0.8407988544864867,0.5001689954696099,-0.34779107092770173,0
14,-1.3620165811060585,0.5540142229479972,0.11023579935984525,0.5910905906913829,-0.2921495771508939,0.15802493297727085,0.7231554883260701,0.3319815868856535,1.327095727978411,-0.1460116571126866,0.5179662707208621,0
15,-1.245649411912082,0.33456709407910123,0.013356868575088075,0.30353596387361814,0.0840410893273456,-0.06223255333849241,-0.6432057516024555,-0.07311401961928947,-0.9398458895972533,0.18398570426852964,0.05821777068971434,0
16,-1.1685503551983354,0.37828037772155176,0.09091835193339058,0.3910441973268121,-0.12138339670605232,0.15884202449530718,-0.5499520009883503,0.9108826641480438,0.04908252289836874,-0.35949956736659605,0.7132837497404312,0
17,-1.2159347380253671,0.32196817118078214,0.04612575292297198,0.2487196564532513,0.10757544782286128,0.09939465927447173,-1.0659162060305771,0.3114913775190582,-1.0463231024183266,0.13873434072791718,0.056886789370644036,0
18,2.873908679274591,-2.3958913101302306,-2.230573918616384,-1.134840711190107,-1.8766442314420726,-0.5679033268494404,-0.9793484112900365,1.210763093231666,0.8834676560681388,-1.0849000170434837,-0.27230535253545235,1
