,x2,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Class
0,-0.26826063206632106,-0.5272896814759621,-0.5499914090032517,-0.476662895522449,-0.560218851612446,0.2227560600005446,-0.09471253901620015,-0.06290133832885358,-0.5055179603240736,-0.022860975314427597,-0.4885117076448845,4
1,0.16673828694951676,-0.9707465414154015,-0.9369702431289691,-1.0153922539135496,-0.9391779436645459,1.0958295258545618,-1.0940978754741837,0.7548612805740109,-1.0518496863381164,-1.8702049704637311,0.8821334319184938,2
2,0.2363381139920508,-0.9649243507777979,-0.9369702431289691,-1.0000729352625124,-0.9391779436645459,1.0382642388808099,-1.0259579608274416,0.6971368609254948,-1.0363141866115464,1.0504412940420933,-0.4734613606083425,2
3,-0.21606076178442055,-0.8426583431961451,-0.8735310851732698,-0.8060282453707966,-0.8474942947572235,0.4050461167087085,-0.44676870166161536,0.3507903776690478,-0.8395312032801668,1.91786311499962,-0.5524762650741136,2
4,-0.5466599402364573,-0.3506832497765575,-0.2772030552011262,-0.318363274823494,-0.45631073653791765,0.9519163213723708,-0.07199920687798825,-0.8325602381135275,-0.3449844685869412,-0.025937423300090957,-0.1779160347524293,0
5,0.02753863286444864,-0.4845936328694488,-0.6197744676242823,-0.3107036465195944,-0.5571627330077624,-0.8326075489095629,0.7627146376689933,-0.457351471434191,-0.33721675018304176,0.9268488963758736,-0.5689700416729536,2
6,0.07973850314634919,0.33730563685412523,0.2810615850528397,0.4603686512839118,0.24048504796751455,-0.78463652680106,1.0977359928542505,-1.07307848735798,0.4447366607071464,-0.3796382555894138,-0.4786693186761937,3
7,1.3847352601938627,-0.7145701449768888,-0.7244490641201144,-0.8673055084854565,-0.5143770175320016,0.49139404285194016,-1.6051472097722812,2.2268339080125417,-0.6919439477216146,0.7225673702976674,2.1667833475427343,6
8,0.42773763835901946,-0.9241690152665784,-0.9052506627237384,-0.9413488823484518,-0.9116728487172981,0.9231336735680985,-0.8726431554275191,0.5528258247921981,-0.9767614396016321,0.8151668643743267,-0.44158765788093696,4
9,-0.5640598969970908,-0.652466761058543,-0.7212771209243537,-0.540493368837708,-0.7130249468771973,-0.09385303130728025,0.21191706156265847,-0.2649367681346788,-0.5702491878234711,0.9093608121832143,-0.5078792042175572,4
10,0.3059379410345848,-0.8853544127625449,-0.9242824118233055,-0.8392201020650607,-0.8933361205861394,0.3666692126739799,-0.4183771003700174,0.3411696338454096,-0.8731914522993478,2.305237346869885,-0.5787864112396426,2
11,-1.9038565675658712,1.983044852192768,1.8892441448799342,1.9871941281569856,2.046653041187094,-2.4636236821654856,1.6542119914287716,-0.33228185367887053,1.993108185499214,-0.8087205845125424,-0.6770679061892286,1
12,-1.277458124183065,0.623563348006276,0.5760536211586257,0.7259035967539313,0.5399850012876501,-0.9381437975482694,1.1942675905604836,-1.0826992138642928,0.7140187460735878,-0.5349985064830398,-0.4961695671683887,3
13,-0.21606076178442055,-0.44869010708231777,-0.372361722193006,-0.44347102733869664,-0.5235454008511474,1.0574526693111925,-0.33320219428535663,-0.49583446404606873,-0.4718576996532685,-0.15417399877221832,-0.14145178459323207,0
14,2.080733530619203,-0.8009326430153226,-0.7910601881096704,-0.9030505868698081,-0.6794075872154874,0.7408436168599344,-1.3382658867751134,1.524520180358685,-0.8317634382697703,0.43171806850667344,2.1983971798745237,6
15,-0.4770601131939232,-0.8717693016241347,-0.9084226230480712,-0.8315604392926956,-0.8749993842034522,0.37626350344360665,-0.44676870166161536,0.37965255718798707,-0.8654236989405755,2.1131279055550296,-0.5859621351275455,2
16,-1.2600581674224314,1.8782454196679088,1.7813975166907194,1.9029378031925053,1.92135193084921,-2.40605871467906,1.7053169248585816,-0.4765929244468173,1.9076628635978468,-0.7743639289786439,-0.6605437088965064,1
17,-1.5732573891138346,-0.7417403672537092,-0.7529966842010124,-0.7141123380603698,-0.7558106486004107,0.5009882472736408,-0.42405542062833707,0.21610005072473926,-0.7463182095813963,0.5266364095690952,-0.44868739475901337,4
18,0.6365371194866216,-0.3720312609798852,-0.4167692009908077,-0.29027788678627986,-0.42269334937111275,-0.10344723572898096,0.2403086628542565,-0.30341967415993126,-0.3165027489940651,-0.0038512052875824742,-0.5021542885283405,3
19,-0.7206595078427924,-0.8242214060897342,-0.8862189179063145,-0.7804960514488978,-0.8077647143892033,0.10762543424428489,-0.3843071277151664,0.5432050896272225,-0.8136387076197581,1.8256112946369034,-0.704909443029793,2
20,-0.6510596808002583,-0.2769354699110841,-0.2454834805054196,-0.21112806494731395,-0.38296383501532055,0.5105824775997192,0.21191706156265847,-0.8710432307254052,-0.23623599147387467,-0.023648805001654956,-0.28604011284534825,0
21,-0.12906097798125296,0.2557949962235216,0.2715457497560336,0.28419657986184194,0.20381159720621592,-0.06507041804217858,0.39930178340200545,-0.6112832687084508,0.2660785082297472,-0.7111614828491806,-0.43736325909870877,3
22,-0.1812608482631535,-0.24006157997834726,-0.4484887756865143,0.0007891147317773876,-0.32489747150595166,-1.696086637646027,1.410043862586495,-0.6882490807589555,-0.021328307786705875,0.8550669354475493,-0.6043702147950596,2
23,-1.3122580377043318,2.062614869331593,2.130312809795872,2.0280454637918,2.016091580089307,-1.0628686277262298,1.4611487960163048,-1.4098043480120641,2.0345360014511797,-1.0066541738716295,-0.4709768313415673,1
24,-0.7032595510821589,-0.4613048409751932,-0.3787056885178636,-0.45368391869484226,-0.5449382585890279,1.1246121684779584,-0.3275238740270371,-0.5728002760965731,-0.482214711899381,-0.07368670161024982,-0.09327479059059751,0
25,-1.1556584268586303,1.660883536653912,1.5244689359626373,1.7931493072851021,1.6157396578044223,-2.588348771387224,2.24475791155321,-1.2077688316196136,1.7963250693393187,-0.5799449283326831,-0.5988569494654105,1
26,-1.0338587295341957,0.653644662719914,0.5950854059427181,0.7795212476499749,0.5522093656860045,-1.0628686277262298,1.3759738388267104,-1.2654933638307426,0.7683930312366177,-0.4934419471540332,-0.48879572042096453,3
27,-1.1034585565767296,2.2693025109452023,2.3174584460934047,2.1633663604318936,2.3247599167285884,-1.4082603322991565,1.154519195437446,-0.543938096577634,2.1717665010993525,-1.0998389216207394,-0.6022582419410275,1
28,-1.1208585133373632,-0.39920145705684756,-0.343814102112108,-0.35410833712256196,-0.5021525431132671,0.827191525733581,-0.026572542601564653,-0.7844566055819622,-0.381233953190214,0.07994906838595421,-0.20577012821982993,0
29,1.9067339630128681,-0.6641111570056707,-0.6990733900897389,-0.7626235088098755,-0.5052086617179508,0.2227560600005446,-1.2019860728131093,1.813142235307953,-0.6841762060144666,0.2061296550229821,2.4851195336312224,6
30,-0.9642589024916616,0.0403739463001686,0.15735526943244157,-0.04261550693425983,0.02655647058871053,1.0286700258243164,-0.5205869672296369,-0.1494879634722966,-0.06534544088413308,-1.1234751703380135,-0.16954639571694835,3
