,Risk_A,PARA_B,Risk_B,TOTAL,Money_Value,Score_MV,Risk_D,District_Loss,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Class
0,-0.3939825715550684,-0.21197791097093785,-0.20986718750910205,-0.25416165534246304,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.8220483243484932,-0.2976297888201717,-0.3898198684209834,-0.1784981324168711,0
1,0.7047144594490075,0.17068438814345582,0.17542540935968357,0.24210229509136508,-0.004664961931929727,1.9293908235866915,0.0005003297706575505,-0.4126471249490695,1.971589121273094,0.15686822953965224,-0.3898198684209834,-0.04983321859791774,1
2,-0.36728417566167826,-0.19882389443888054,-0.2054858450912282,-0.232373508557442,-0.20410352529813552,-0.5718513524148635,-0.20457380356739013,-0.4126471249490695,-0.8220483243484932,-0.29142927015223413,-0.3898198684209834,-0.17674281299232877,0
3,-0.2314705965518242,-0.2163625831482903,-0.21132763498172666,-0.23120628640824442,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.5892452038800274,-0.2882195899005958,-0.3898198684209834,-0.1758341770549186,0
4,0.40696930524663505,-0.1930440992960069,-0.195793784591083,-0.146193606541689,-0.2122010308784176,-0.5718513524148635,-0.207270833085231,-0.4126471249490695,0.34196727799383464,-0.23941786062000486,-0.3898198684209834,-0.16201878064293243,0
5,-0.2674553910168283,-0.20938696832068415,-0.20900419582073293,-0.2304281383087794,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.5892452038800274,-0.28920437815962124,-0.3898198684209834,-0.17611296308116944,0
6,2.6583405589522924,-0.2163625831482903,-0.21132763498172666,0.08258193470103227,1.208011475618827,1.9293908235866915,1.212215758147271,2.838001655261968,1.971589121273094,1.041390454340558,6.796829407304372,3.292738958291019,1
7,-0.3463897788755469,-0.15816602515797626,-0.1531752719808555,-0.1856846225895397,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,0.5747703984623004,-0.26349046250729186,-0.3898198684209834,-0.1688335501735086,0
8,-0.3585781770007902,-0.2163625831482903,-0.21132763498172666,-0.24657471137267895,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.8220483243484932,-0.2962073168904684,-0.3898198684209834,-0.17809544149006432,0
9,-0.22102339815875852,-0.2163625831482903,-0.21132763498172666,-0.2294554531844481,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.5892452038800274,-0.2875630643945789,-0.3898198684209834,-0.17564831970408473,0
10,-0.3939825715550684,-0.1994218042812468,-0.20568499701931336,-0.2419058227758887,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,1.2126772651564492,-0.5892452038800274,-0.28803722170448004,0.5085112910446861,-0.1656120227590544,0
11,-0.39282177173361665,-0.203208566616233,-0.2069462925638528,-0.2452129521986151,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.8220483243484932,-0.2959520014159062,-0.3898198684209834,-0.1780231636314067,0
12,0.34602731462041847,0.6906666477212959,0.6950127897339056,0.7095747658449867,-0.08983872433193343,0.6787697355859141,-0.12556082769286714,-0.4126471249490695,1.7387860008046283,0.32774722930016703,-0.3898198684209834,-0.0014586803392068542,1
13,-0.24540019440924515,-0.2163625831482903,-0.21132763498172666,-0.23354073070663955,-0.20950186235165688,-0.5718513524148635,-0.2063718232459507,-0.4126471249490695,-0.5892452038800274,-0.2882925371790422,-0.3898198684209834,-0.17585482787167792,0
14,-0.3939825715550684,-0.18168381229104835,-0.18822601132384634,-0.2245920275627916,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.12363896294309641,-0.28573938243342084,-0.3898198684209834,-0.17513204928510168,0
15,-0.2535257931594074,-0.2163625831482903,-0.21132763498172666,-0.23490248988070336,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.5892452038800274,-0.289605588191076,-0.3898198684209834,-0.17622654257334572,0
16,-0.34522897905409516,-0.1946385255423169,-0.19685592820753725,-0.22089582409033268,-0.21280084610658662,-0.5718513524148635,-0.2074706130495155,-0.4126471249490695,-0.12363896294309641,-0.2874171698376863,-0.3898198684209834,-0.17560701807056606,0
17,-0.24656099423069688,-0.2163625831482903,-0.21132763498172666,-0.2337352677315058,-0.1712636415558806,-0.5718513524148635,-0.1936358505228133,-0.4126471249490695,-0.5892452038800274,-0.2790647064555822,-0.3898198684209834,-0.17324249955162374,0
