,X0,X1,X2,X3,X4,X5,X6,X7,Class
0,-0.8142091490700595,-0.44213653265340813,-0.6964771700846912,-1.2315618475253727,0.5970808164385943,0.44974746471741395,-0.04288283288637193,0.34895167280806916,4
1,-2.4312037977789704,-0.7609130431677401,0.6139890495215471,0.7794293928318279,-1.0698620799217882,-0.5531423579750367,-0.8500381290954298,1.8911355994595906,2
2,-2.7423244260035538,-0.5342857283214932,-1.2100117875270353,0.6160207556931809,-1.1072843130778147,-0.38778118908636633,0.2017320653738368,0.003991967918509273,2
3,-2.01949256736494,0.9786028341038768,-1.4478910607274615,-0.16256076249850465,-0.564682011850691,0.23225392112013288,0.3834815811763054,-0.9711172618965281,2
4,-0.5349785669201309,-0.14503385953063358,-0.9979754256849641,-0.48027768986043234,0.11228924779362932,0.2378709266739698,-0.46403576742423325,0.8087449676567999,0
5,-0.2651472440365225,-0.028510338754827787,-1.442630059741616,0.31495145928594676,-0.3872465493937758,-0.2838188400060955,-0.1391801422438228,-1.2740983912486767,2
6,1.65371006982549,-0.3184854077016111,-0.6512062010080785,0.2602998082231562,-0.2021689110359307,-0.34951142796237555,-0.666396245054839,-0.42919447249005416,3
7,-3.280245718486716,-0.663461311011924,2.134123307365555,-0.10314745592970885,-0.9470902687982807,-0.5581594635398357,0.6627654432898948,-0.5851339260689662,6
8,-2.5353788573181237,-0.26004573974984285,-0.3124373164258564,0.7346926030483719,1.8216120165502445,1.6910891446539988,0.4605680983067185,-0.08212661247493033,4
9,-0.8935771639791752,-0.40984279940522483,-1.2891997667828012,-1.5140929882500427,0.7892949613595968,0.6460814264959108,0.38947416620834746,-0.3099956935301377,4
10,-2.299430660040567,-0.16932279452706395,-1.5545467390965402,-0.462844222153823,-0.17258328448287802,0.07636820012879855,0.6281598037750681,-1.3179743449772094,2
11,5.563954626681571,-0.8665323087384086,0.32722333649508323,-0.6069539028126796,-0.42432071564550095,0.2575869305091672,1.1485496936769495,-0.2657701338709026,1
12,2.5533105485825454,-0.3495787281374778,-0.8622874307317281,0.0015069140278470838,-0.33286064089395334,0.053476447543987934,-0.05094347967405346,0.14787155154070483,3
13,-0.9795857313850711,-0.18915896005398283,-0.81717576391776,-0.003866265141013762,-0.2840261511313075,-0.029255993863376246,-0.5395357517035949,0.7911908664951964,0
14,-3.342990115586893,-0.11089455231116409,2.024839933974824,0.4545122345901821,-0.928890579395811,-0.876305887160987,-0.31917506275872687,-0.7354898175999143,6
15,-2.096046632761098,0.2825906058623094,-1.878704513171614,0.4999431452447645,-1.072235605876016,-0.14357054727132335,0.5761039999429807,-0.9579360122781646,2
16,5.287727872958574,-0.815731327885664,0.4840233739229605,-0.8805527229495735,0.006083102128783852,0.2305462347488467,0.8015210803159013,-0.5202608449984306,1
17,-1.2862800230487794,0.22801845229764797,-1.3031225589804036,-0.8824260194383537,-0.014902720099288239,0.6025685617130999,0.3390064446437335,0.6732323678208858,4
18,-0.4488388501435002,0.30732179866141474,-0.6183529883810799,0.3424796944481107,-0.29441757122155005,-0.411503862783052,-0.8832365140264088,-0.5420621335984436,3
19,-1.8304673158088776,0.0045766708981434395,-1.8615398750862049,0.5243226113016576,-1.1544654242391865,-0.1551564253916406,0.7118102642085122,-0.7816822912536026,2
20,-0.1866473739616737,-0.35882303446845665,-0.7753936425568391,1.4372664521734135,1.4774536044845519,1.5942219912797633,0.10445091163692824,0.5179025018110405,0
21,0.9733577298065751,-0.4876776850850386,0.06161298731782955,1.4701277969419118,1.4783786416764122,1.3958618969874146,-0.027550325432036414,0.34197822751395546,3
22,0.8889778222783258,2.198600181532772,-1.4462230309207995,0.674396792454617,1.8501526986054346,-3.3762071102960904,1.5098103995112264,-0.8116760759373614,2
23,5.307748381179794,-0.8213309580925354,-0.12227099490322457,1.0781753527570013,-1.3759421438440707,-0.5089163481644746,0.08630443070586108,0.3682996287883894,1
24,-0.9382398982311047,-0.12414835384364177,-1.1694791628922192,0.6551994123755746,-0.8779440805662049,-0.21491517289360965,-0.49585532167626045,0.9651770266403232,0
25,5.278879517794543,-0.5646346743815222,-0.111504261267725,-0.44049429834348497,0.005733432303343992,0.039284017090280635,0.32170761453878965,-0.9149168170654337,1
26,2.6861396419862116,-0.48364062584417433,-0.9011218600858297,0.11684137438076986,-0.32051422108345673,-0.0659926271897681,-0.1608114483787469,-0.03955201581554944,3
