,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Class
0,0.011516110441168528,-0.00310765132146847,-0.009305742226045086,0.010262209986548787,0.0038427099077106147,-0.005457218779570894,0.02920878673394864,-0.006483480694410745,0.013248488512246068,-0.01482948315974208,0.008025809955542572,0.002312504241160339,4
1,-0.010450766479724014,-0.0024184557940668257,-0.017056818173913784,0.07450790923531196,0.0036857266992578494,-0.008976831735079483,-0.03692059695592512,0.0005192973507681906,0.027842210362976124,-0.0163312326633167,0.01115028409691118,0.002418648562350323,2
2,0.0010904882929102602,-0.0022755936052236965,-0.013743877404672653,-0.019733654565824932,0.0035131814235107956,-0.00475480184843545,-0.030625158803766116,0.013626500141678393,0.025177143425124913,-0.00035357957789600516,0.009711635544795596,0.0022460852154226993,2
3,0.00276735225809884,0.008297940112966758,0.02055509069680507,-0.04389413238088454,0.006995684520128748,0.010689486015313098,-0.004470744793100057,-0.007689637728567355,0.015667507496051954,-0.010434845656778333,0.007747257407646872,0.0005416329665582093,2
4,0.020272772257131724,-0.0023880981162157067,-0.0026387229372912863,0.01615226542729606,0.004503925951368332,0.002551851124350504,0.00847130957498122,0.00866520859225235,0.020367372824741825,-0.0005471450994840742,0.005805804411700928,-6.405289833963823e-06,0
5,0.00906230838178213,-0.0034499586603504028,0.0006792847557920034,-0.017171119522044507,0.005490324532379875,-0.01222752558480491,-0.021672353016830414,-0.021700103779537315,-0.017209100690017666,-0.04671240526212531,0.01092035600759068,0.0020158917949803625,2
6,0.015986784842543105,-0.002906919739876774,-0.012967394769140219,0.008028418510526106,0.004661786221833265,-0.008493185785284773,-0.016836880397577202,-0.0008715493957988097,-0.025203342042587194,-0.023962625144174177,0.009336025162384583,0.002379459487348937,3
7,-0.0555974709111652,-0.0014435124225817726,-0.009831685560871507,-0.01562170289700543,0.00246986016900352,-0.002501758027562445,-0.008894958908381337,0.0006799294814893122,0.001818496991116067,0.003013231700900195,0.012536833956298104,0.0012560288689269234,6
8,0.003919056515758724,-0.0018053347823336677,0.002558556670727589,-0.02161594580711671,0.0034471786596388747,-0.005983441991422622,0.028790673105328676,0.01413103950692795,0.020435596492652256,-0.0010985657813287527,-0.057813164180973084,0.0008304930168640946,4
9,0.013651214095450484,-0.003745614508223682,-0.010156250655010118,-0.009513574201908742,0.004133012376676368,-0.006056178656032347,0.03699333085889153,-0.023753357401904315,0.010325475201469312,-0.02786811100018126,0.00824639560657387,0.0018357495569354784,4
10,0.0025098752737819758,-0.002421322268337531,-0.0015303288572526728,-0.05690074171718364,0.004149128662644199,-0.007313748819374318,0.004126378925929284,0.002803372237523512,0.00788605938715763,-0.014019794326263935,0.008943606545066646,0.0016700900295130306,2
11,0.0046813681938235934,-0.0028506734608567947,-0.004711291513468064,-0.00040460679812570963,0.004418381288725871,-0.006364728100381802,0.008438600951782844,-0.058857198395516376,-0.02529332630791934,0.021447653122424984,0.009700314381441255,0.0016841845010310105,1
12,0.019546917346384085,-0.0028252871780745487,-0.0009252671934319936,0.0186065705270995,0.005277761595906082,-0.006851161323963305,-0.009615333356780487,-0.031568287333754275,-0.008530922897135496,-0.011529284415690975,0.008468155612922966,0.001869397454337711,3
13,0.01457043799884651,-0.002083722578241731,0.0018428378709773837,0.017089897417084762,0.004446103691065045,-0.004468031487486062,-0.0073011699990380525,0.016499022664716454,0.019751793081512887,0.0013117469323770837,0.00673889629237176,0.001664933210042022,0
14,-0.04855858704230983,0.0009799692402384086,0.0009198967767418037,-0.007695954718017207,0.0033447601561015354,-0.002834222377452378,-0.02403879652351788,0.025709911298717025,-0.010944085498133978,-0.008782058374259301,0.0117127341067004,0.003732649147839442,6
15,0.0033566753654651733,-0.0008539543351422645,0.011550921372843638,-0.045664336690429116,0.0054301886313665275,0.007694732186747032,-0.026500668423123784,-0.016192158599538035,0.019304090268121597,-0.011771510981173069,0.008986036483877592,0.0001623466366052244,2
16,0.005119075912405594,-0.002977526248729337,-0.01096447051589638,-0.004238300314782871,0.004007856894172286,-0.004859583406107122,0.01826128036476432,-0.04370179051189552,-0.034365500773115586,0.014510983408240153,0.009493766076370648,0.0020807850090619564,1
17,0.011271645997276612,-0.0015210151551475633,0.009184630701021303,0.00713637824059083,0.0046330930405860705,0.029898785259203742,0.01884698562291426,-0.03926590100904349,0.04061727650456067,-0.006809443119328178,0.006663232188497715,0.0027607891457107126,4
18,0.007168495416238912,-0.0008342007301921849,0.00965126603704096,-0.0008816889559961457,0.005020134053529813,-2.6859423454133776e-05,-0.01860192311947233,0.012914344870199893,-0.012341995507712825,-0.02389987562694862,0.009001809486601915,0.0047690245405964185,3
19,0.002988479816702463,-0.0026262947194335114,0.004272254484261774,-0.03759456674699835,0.005037858378376259,0.007193163390261572,-0.028589544014458054,-0.027817817112658478,0.020731300563899196,-0.014580354793939508,0.00990238658799153,2.549320032624067e-05,2
20,0.02193347547313187,-0.0017920879840946328,-0.0025916159022243888,0.010716922552679494,0.004476110278640014,-0.008499652882603832,0.0068498994112642046,-0.004714270136667584,0.013590762617100339,-0.007966724370601617,-0.058496570737703375,0.0004486094811990389,0
21,0.015307074727248368,-0.0018789447299590884,-0.0008673867923089206,0.012242486432452248,0.004201663201411353,-0.01653971787740347,0.006221276212987657,0.00603486697766586,-0.004303084060856075,0.0012658813203492857,-0.057589831318205865,0.0009048578070862134,3
22,0.005227872965614058,-0.0033780738125520015,-0.011978315939884257,-0.011003139761208784,-0.10454460483555085,0.014485532103503337,-0.0162412026265395,-0.051356078517131615,-0.02297456576391579,-0.05452327014653521,0.010544968293125985,0.0037225152069309698,2
23,0.018723630728451075,-0.0019302406036292386,-0.012098070210418109,0.007277874681359845,0.004293959530423778,-0.005917685340491351,-0.04068189674823275,-0.004925229046040101,-0.022162585212308333,0.04082850913387961,0.0075552223639733145,0.0015554284518235675,1
24,0.016229387584835275,-0.001978453155423097,0.0014182824429191086,0.0204843038407166,0.004634366589572042,0.00533934574063864,-0.028493060515357577,0.005098078208394456,0.02701621078701743,0.001793864903936486,0.006896737856132958,0.00215260613038371,0
25,0.013030266593072572,-0.0031938674825637207,-0.012486080240788953,-0.0008739211533999026,0.0047141493553249925,-0.003752718121767971,0.004341313092258388,-0.047933140945299296,-0.045200907223137105,-0.012293864191093035,0.00984797421028325,0.0027968836558247894,1
